Type;Year;URL;Contact;Address;Phone;Fax;Contact2
Banks;2000;http://www.frontierfarmcredit.com;Frontier Farm Credit;Mr. Jordan Olsen;1270 N. 300 Rd.,P.O. Box 858,Baldwin City, KS  66006;(866) 268-2900;Fax (785) 594-2904;Mr. Jordan Olsen
Banks;1998;http://www.intrustbank.com;INTRUST Bank;Ms. Alissa Masoner,Mrs. Denise Kissinger,Mrs. Claudia Jones,Mr. Doug Gaumer,Mrs. Beth Easter,Ms. Becky Kasenberg,Mr. Brian Iverson,Ms. Crystal Boyer,Ms. Sarah Beach,Mr. Dustin Wilson,Mr. Zak Bolick;901 Vermont St.,Lawrence, KS  66044;(785) 830-2600;Fax (785) 830-2636;Ms. Alissa Masoner,Mrs. Denise Kissinger,Mrs. Claudia Jones,Mr. Doug Gaumer,Mrs. Beth Easter,Ms. Becky Kasenberg,Mr. Brian Iverson,Ms. Crystal Boyer,Ms. Sarah Beach,Mr. Dustin Wilson,Mr. Zak Bolick
Banks;1998;http://www.intrustbank.com;INTRUST Bank;Mrs. Denise Kissinger;544 Columbia Dr., Ste. D,Lawrence, KS  66049;(785) 830-2611;Fax (785) 830-2622;Mrs. Denise Kissinger
Banks;2005;http://www.intrustbank.com;INTRUST Bank;Mrs. Denise Kissinger;1555 Wakurusa Dr.,Lawrence, KS  66047;(785) 830-2611;Fax (785) 830-2647;Mrs. Denise Kissinger
Banks;2010;http://www.banklandmark.com;Landmark National Bank;Mr. Brian McFall;2710 Iowa St.,Lawrence, KS  66046;(785) 841-6677;Fax (785) 841-5101;Mr. Brian McFall
Banks;1987;http://www.banklandmark.com;Landmark National Bank;Mr. Brad Chindamo,Mr. Ryan Wedel,Ms. Leigh Moore,Jake Wright;4621 W. 6th St.,Lawrence, KS  66049;(785) 838-9400;Fax (785) 838-9073;Mr. Brad Chindamo,Mr. Ryan Wedel,Ms. Leigh Moore,Jake Wright
Banks;2011;http://www.mid-americabank.com;Mid America Bank;Mr. Dave Hill,Ms. Joylynn Harlow;4114 W. 6th St.,Lawrence, KS  66049;(785) 841-8055;Fax (785) 841-8280;Mr. Dave Hill,Ms. Joylynn Harlow
Banks;2014;http://www.midamerican.coop;Mid American Credit Union;Mr. Travis Colibert,Ms. Laurie Cundiff;2901 Lakeview Rd.,Lawrence, KS  66049;(785) 865-4586;Fax (785) 843-5073;Mr. Travis Colibert,Ms. Laurie Cundiff
Banks;2011;http://www.bankingunusual.com;Peoples Bank;Mr. Bryan Culver,Ms. Katrina Chatman;3045 Iowa St.,Lawrence, KS  66046;(785) 842-5566;Fax (785) 832-1401;Mr. Bryan Culver,Ms. Katrina Chatman
Banks;2011;http://www.bankingunusual.com;Peoples Bank;Ms. America Almaraz;2220 Harper St., Ste. A,Lawrence, KS  66046;(785) 830-9300;Fax (785) 830-9318;Ms. America Almaraz
Banks;1997;http://www.bankingunusual.com;Peoples Bank;Mr. Andrew Hansen,Ms. Maley K. Wilkins,Mr. David Moore;4831 W. 6th St.,Lawrence, KS  66049;(785) 842-4300;Fax (785) 842-9393;Mr. Andrew Hansen,Ms. Maley K. Wilkins,Mr. David Moore
Banks;2012;http://www.silverlakebank.com;Silver Lake Bank;Fales, Michelle;201 N.W. Hwy. 24,Topeka, KS  66608;(785) 331-7589;Fax (785) 272-7303;Fales, Michelle
Banks;2002;http://www.sunflowerbank.com;Sunflower Bank, N.A.;Mr. Glynn Sheridan,Ms. Karen McGrath,Amanda Diercks,Ms. Sara Dawson;4831 Quail Crest Pl.,Lawrence, KS  66049;(785) 312-7274;Fax (785) 312-7213;Mr. Glynn Sheridan,Ms. Karen McGrath,Amanda Diercks,Ms. Sara Dawson
Banks;2006;https://www.truitycu.org/?utm_source=lawrencechamber;Truity Credit Union;Mr. Tim Mock;2221 W. 31st St.,Lawrence, KS  66047;(785) 749-2224;Fax (785) 749-6856;Mr. Tim Mock
Banks;2009;http://www.truitycu.org;Truity Credit Union;Jordan Schuette;1300 W. 23rd St.,Lawrence, KS  66046;(785) 749-2224;Fax (785) 749-6824;Jordan Schuette
Banks;1984;https://www.truitycu.org/;Truity Credit Union;Mr. Geoff Strole,Ms. Pat Sullivan,Ms. Ginger Wehner,Mr. Gabe Gutierrez;3400 W. 6th St.,Lawrence, KS  66049;(785) 749-2224;Fax (785) 832-8976;Mr. Geoff Strole,Ms. Pat Sullivan,Ms. Ginger Wehner,Mr. Gabe Gutierrez
Banks;2009;http://www.usbank.com;U.S. Bank;Ms. Julie Zule,Ms. Sarah Reedy;3500 W. 6th St.,Lawrence, KS  66049;(785) 312-5060;Fax (785) 865-0033;Ms. Julie Zule,Ms. Sarah Reedy
Banks;2009;http://www.usbank.com;U.S. Bank;Ms. Julie Zule,Ms. Sarah Reedy;3500 W. 6th St.,Lawrence, KS  66049;(785) 312-5060;Fax (785) 865-0033;Ms. Julie Zule,Ms. Sarah Reedy
Banks;2002;http://www.usbank.com;U.S. Bank;Ms. Kari A. Kearney;1807 W. 23rd St.,Lawrence, KS  66046;(785) 312-6880;Fax (785) 832-1571;Ms. Kari A. Kearney
Banks;2002;http://www.usbank.com;U.S. Bank;Ms. Kay Grosshans,Mr. Caleb Ausmus;2701 Iowa St.,Lawrence, KS  66047;(785) 312-5280;Fax (785) 841-3370;Ms. Kay Grosshans,Mr. Caleb Ausmus
Banks;2002;http://www.usbank.com;U.S. Bank;Ms. Rebecca Fulbright,Mr. Cole Kirkeminde;1600 E. 23rd St.,Lawrence, KS  66046;(785) 842-3164;Fax (785) 865-0674;Ms. Rebecca Fulbright,Mr. Cole Kirkeminde
Banks;1976;http://www.usbank.com;U.S. Bank;Ms. Joan Golden,Mr. Rob Parrish,Mr. Todd York,Ms. Donna Verdejo,Mr. Mike Orozco,Mr. Kipp Noe,Mr. Brad Burnside,Mr. Jake Dale,Ms. Terri Pippert,Ms. Mary Fannin-Backer,Ms. Lisa Boyle,Mr. Kurt Falkenstien,Mr. Robert Lacy,Mr. Dru Hull,Ms. April L. Johnson,Ms. Janet B. Mercer,Mr. Kevin Freese,Ms. Shelly Patel,Ms. Debi Stark,Ms. Casey Owens,Mr. Scott Braden;900 Massachusetts St.,P.O. Box 428,Lawrence, KS  66044;(785) 865-0302;Fax (785) 331-1641;Ms. Joan Golden,Mr. Rob Parrish,Mr. Todd York,Ms. Donna Verdejo,Mr. Mike Orozco,Mr. Kipp Noe,Mr. Brad Burnside,Mr. Jake Dale,Ms. Terri Pippert,Ms. Mary Fannin-Backer,Ms. Lisa Boyle,Mr. Kurt Falkenstien,Mr. Robert Lacy,Mr. Dru Hull,Ms. April L. Johnson,Ms. Janet B. Mercer,Mr. Kevin Freese,Ms. Shelly Patel,Ms. Debi Stark,Ms. Casey Owens,Mr. Scott Braden
Banks;1995;http://www.umb.com;UMB Bank;Paul Bischmann,Kristen Westpfahl,Matthew Null,Pete Eggenburg;1441 Wakarusa Dr.,Lawrence, KS  66049;(785) 838-2500;Fax (785) 838-2501;Paul Bischmann,Kristen Westpfahl,Matthew Null,Pete Eggenburg
Banks;1988;http://www.unbank.com;University National Bank of Lawrence;Ms. Debra Black,Mr. Todd Sutherland,Justin Sparks,Mr. David Bennett,Ms. Jordan Sedlacek;1400 Kasold Dr.,P.O. Box 1777,Lawrence, KS  66044;(785) 841-1988;Fax (785) 841-2317;Ms. Debra Black,Mr. Todd Sutherland,Justin Sparks,Mr. David Bennett,Ms. Jordan Sedlacek
Trust services;2001;http://www.cornerbanks.com;CornerBank, N.A.;Ms. Barbara Braa;1201 Wakarusa Dr., Ste. B2,Lawrence, KS  66049;(785) 865-1533;Fax (785) 865-3817;Ms. Barbara Braa
Trust services;1952;http://www.douglascountybank.com;Douglas County Bank - Downtown;Mr. Pat Slabaugh,Ms. Gina Baun,Ms. Mary Grob,Ms. Judy Dinges-Mulford,Ms. Danette Umholtz,Ms. Peggy Leslie,Mr. Sean Buffum,Ms. Lisa Stuhlman,Mr. Ernesto Hodison,Ms. Debbie Bott,Mr. Ted Haggart,Ms. Mary McKenzie,Mr. Mike Davies,Mr. Michael Carlisle,Mr. Tim Metz,Ms. Becca Booth;300 W. 9th St.,P.O. Box 429,Lawrence, KS  66044;(785) 865-1000;Fax (785) 865-1079;Mr. Pat Slabaugh,Ms. Gina Baun,Ms. Mary Grob,Ms. Judy Dinges-Mulford,Ms. Danette Umholtz,Ms. Peggy Leslie,Mr. Sean Buffum,Ms. Lisa Stuhlman,Mr. Ernesto Hodison,Ms. Debbie Bott,Mr. Ted Haggart,Ms. Mary McKenzie,Mr. Mike Davies,Mr. Michael Carlisle,Mr. Tim Metz,Ms. Becca Booth
Trust services;1998;http://www.intrustbank.com;INTRUST Bank;Ms. Alissa Masoner,Mrs. Denise Kissinger,Mrs. Claudia Jones,Mr. Doug Gaumer,Mrs. Beth Easter,Ms. Becky Kasenberg,Mr. Brian Iverson,Ms. Crystal Boyer,Ms. Sarah Beach,Mr. Dustin Wilson,Mr. Zak Bolick;901 Vermont St.,Lawrence, KS  66044;(785) 830-2600;Fax (785) 830-2636;Ms. Alissa Masoner,Mrs. Denise Kissinger,Mrs. Claudia Jones,Mr. Doug Gaumer,Mrs. Beth Easter,Ms. Becky Kasenberg,Mr. Brian Iverson,Ms. Crystal Boyer,Ms. Sarah Beach,Mr. Dustin Wilson,Mr. Zak Bolick
Trust services;1991;http://www.tckansas.com;TCK - The Trust Company of Kansas;Ms. Janis C. Bunker,Mr. Christopher M. English;5200 Bob Billings Pkwy., Ste. 201,Lawrence, KS  66049;(785) 749-0904;Fax (785) 749-2388;Ms. Janis C. Bunker,Mr. Christopher M. English
Trust services;1976;http://www.usbank.com;U.S. Bank;Ms. Joan Golden,Mr. Rob Parrish,Mr. Todd York,Ms. Donna Verdejo,Mr. Mike Orozco,Mr. Kipp Noe,Mr. Brad Burnside,Mr. Jake Dale,Ms. Terri Pippert,Ms. Mary Fannin-Backer,Ms. Lisa Boyle,Mr. Kurt Falkenstien,Mr. Robert Lacy,Mr. Dru Hull,Ms. April L. Johnson,Ms. Janet B. Mercer,Mr. Kevin Freese,Ms. Shelly Patel,Ms. Debi Stark,Ms. Casey Owens,Mr. Scott Braden;900 Massachusetts St.,P.O. Box 428,Lawrence, KS  66044;(785) 865-0302;Fax (785) 331-1641;Ms. Joan Golden,Mr. Rob Parrish,Mr. Todd York,Ms. Donna Verdejo,Mr. Mike Orozco,Mr. Kipp Noe,Mr. Brad Burnside,Mr. Jake Dale,Ms. Terri Pippert,Ms. Mary Fannin-Backer,Ms. Lisa Boyle,Mr. Kurt Falkenstien,Mr. Robert Lacy,Mr. Dru Hull,Ms. April L. Johnson,Ms. Janet B. Mercer,Mr. Kevin Freese,Ms. Shelly Patel,Ms. Debi Stark,Ms. Casey Owens,Mr. Scott Braden
Retirement communities Assisted living Nursing care;1987;http://www.brandonwoods.com;Brandon Woods at Alvamar;Ms. Jan Maddox,Ms. Kristen Metcalf,Donna M.Bell;1501 Inverness Dr.,Lawrence, KS  66047;(785) 838-8000;Fax (785) 838-8001;Ms. Jan Maddox,Ms. Kristen Metcalf,Donna M.Bell
Retirement communities Assisted living Nursing care;2012;http://www.comfortcarebaldwin.com;ComfortCare Homes of Baldwin City;Mr. Scott Schultz;232 Elm St.,Baldwin City, KS  66006;(785) 594-2603;Fax (785) 594-3924;Mr. Scott Schultz
Retirement communities Assisted living Nursing care;2011;http://www.vintageparkbaldwin.com;Vintage Park at Baldwin City;Ms. Sue Brown;321 Crimson Ave.,Baldwin City, KS  66006;(785) 594-4255;Fax (785) 594-2280;Ms. Sue Brown
Hotels Motels;2001;http://www.baymontinns.com;Baymont Inns & Suites;Mr. Arvind Patel;740 Iowa St.,Lawrence, KS  66044;(785) 838-4242;Fax (785) 838-4343;Mr. Arvind Patel
Hotels Motels;2006;http://www.bestwestern.com;Best Western Lawrence;Mr. Nitin Patel;2309 Iowa St.,Lawrence, KS  66046;(785) 843-9100;Fax (785) 843-1572;Mr. Nitin Patel
Hotels Motels;2012;http://www.candlewoodsuites.com/kansascityks;Candlewood Suites at Village West;Ms. Codie Meehan;10920 Parallel Pkwy.,Kansas City, KS  66109;(913) 788-9929;Fax (913) 788-9751;Ms. Codie Meehan
Hotels Motels;2011;http://www.choicehotels.com;Comfort Inn & Suites;Mr. Kabir Bhakta;151 McDonald Dr.,Lawrence, KS  66049;(785) 330-7241;Mr. Kabir Bhakta
Hotels Motels;2008;http://www.econolodge.com/hotel/ks153;Econo Lodge;Mr. Sam Bhakta;2525 W. 6th St.,Lawrence, KS  66049;(785) 841-8410;Mr. Sam Bhakta
Hotels Motels;2009;http://www.eldridgehotel.com;The Eldridge Extended;Mr. David Longhurst;201 W. 8th St.,Lawrence, KS  66044;(785) 749-5011;Fax (785) 749-4512;Mr. David Longhurst
Hotels Motels;2004;http://www.eldridgehotel.com;The Eldridge;Ms. Nancy Longhurst,Ms. Courtney Longino,Mr. Pam Altic Van Roekel,Mr. David Longhurst;701 Massachusetts St.,Lawrence, KS  66044;(785) 749-5011;Fax (785) 749-4512;Ms. Nancy Longhurst,Ms. Courtney Longino,Mr. Pam Altic Van Roekel,Mr. David Longhurst
Hotels Motels;1996;http://www.hamptoninn.com/hi/lawrence;Hampton Inn;Mr. Derek Felch;2300 W. 6th St.,Lawrence, KS  66049;(785) 841-4994;Fax (785) 841-7997;Mr. Derek Felch
Hotels Motels;2001;http://www.zmchotels.com;Holiday Inn Express Hotel & Suites;Mr. Randy Waddell;3411 Iowa St.,Lawrence, KS  66046;(785) 749-7555;Fax (785) 749-0232;Mr. Randy Waddell
Hotels Motels;1965;http://www.holidayinn.com/lawrenceks;Holiday Inn Lawrence Hotel & Convention Center;Mr. Stephen Horton,Mr. Ivan Simac,Ms. Kirstin Blosser;200 McDonald Dr.,Lawrence, KS  66044;(785) 841-7077;Fax (785) 841-2799;Mr. Stephen Horton,Mr. Ivan Simac,Ms. Kirstin Blosser
Hotels Motels;2011;http://www.hojo.com;Howard Johnson;Mr. Randy Disoso;2222 W. 6th St.,Lawrence, KS  66049;(785) 842-7030;Fax (785) 842-9668;Mr. Randy Disoso
Hotels Motels;2000;http://www.baldwincitylodge.com;The Lodge Motel of Baldwin City;Ms. Rita Madl;502 Ames St.,Baldwin City, KS  66006;(785) 594-3900;Fax (785) 594-0579;Ms. Rita Madl
Hotels Motels;2009;http://theoread.com;The Oread;Ms. Nancy Longhurst,Mr. Pam Altic Van Roekel,Ms. Heidi Windholz,Ms. Katie Young;1200 Oread Ave.,Lawrence, KS  66044;(785) 830-3933;Ms. Nancy Longhurst,Mr. Pam Altic Van Roekel,Ms. Heidi Windholz,Ms. Katie Young
Hotels Motels;1975;http://www.choicehotels.com;Quality Inn;Ms. Ellie Baer,Mr. Nitin Patel;801 Iowa St.,Lawrence, KS  66049;(785) 842-5100;Fax (785) 842-9623;Ms. Ellie Baer,Mr. Nitin Patel
Hotels Motels;2001;http://www.marriot.com/lwcks;SpringHill Suites;Mr. Edgar Ramirez;1 Riverfront Plz., Ste. 300,Lawrence, KS  66044;(785) 841-2700;Fax (785) 749-1477;Mr. Edgar Ramirez
Recycling services;2013;http://www.advantagerecycling.com;Advantage Metals Recycling;Mr. Clinton Osler,Mr. Chase Saunders;1545 N. Third St.,Lawrence, KS  66044;(913) 636-0470;Mr. Clinton Osler,Mr. Chase Saunders
Recycling services;2010;http://www.deffenbaughinc.com;Deffenbaugh Industries;Mr. Mike Clagett;2601 Mid West Dr.,Kansas City, KS  66111;(913) 631-3300;Mr. Mike Clagett
Police departments;1983;http://www.lawrence.org/police;Lawrence Police Department;Chief Tarik Khatib;4820 Bob Billings Pkwy.,Lawrence, KS  66049;(785) 830-7400;Fax (785) 830-7210;Chief Tarik Khatib
Vending services;2012;;;Mr. Kevin Teel,Mr. Mark Teel;1508 Bermuda Dunes Ct.,Lawrence, KS  66047;(785) 764-6285;Mr. Kevin Teel,Mr. Mark Teel
Laundries Laundromats;2012;;;Mr. Olusoji Babalola,Ms. Troyin Babalola;1530 W. 6th St., Ste. F,Lawrence, KS  66044;(785) 841-8833;Mr. Olusoji Babalola,Ms. Troyin Babalola
Farm supplies;2013;http://www.midlandfarmstore.com;Midland Farm Store;Ms. Jill Tregemba,Mr. Adam Tregemba;1401 N Diagonal Rd.,Lawrence, KS  66044;(785) 841-8544;Fax (785) 841-6705;Ms. Jill Tregemba,Mr. Adam Tregemba
Farm supplies;2009;http://www.orschelnfarmhome.com;Orscheln Farm & Home, L.L.C.;Mr. Dave Haight;1541 E. 23rd St.,Lawrence, KS  66046;(785) 842-4728;Mr. Dave Haight
Rental facility;2013;http://www.cidergallery.com;Cider Gallery;Mr. Tony Krsnich;810 Pennsylvania St.,Lawrence, KS  66044;Mr. Tony Krsnich
Casino;2012;http://www.pbpgaming.com;Prairie Band Casino & Resort;Ms. Chele Kuhn,Mr. Steve Ortiz,Ms. Sheryl Blue;12305 150 Rd.,Mayetta, KS  66509;(785) 966-7777;Fax (785) 966-7799;Ms. Chele Kuhn,Mr. Steve Ortiz,Ms. Sheryl Blue
Antiques Dealers;1990;;;Larry Billings;830 Massachusetts St.,Lawrence, KS  66044;(785) 842-1328;Fax (785) 842-1520;Larry Billings
Home loans;1996;http://www.commercebank.com;Commerce Bank;Ms. Cathy Miller,Mr. Mark Heider,Mr. Rob Gillespie;1500 Wakarusa Dr.,Lawrence, KS  66047;(785) 865-4770;Fax (785) 865-4745;Ms. Cathy Miller,Mr. Mark Heider,Mr. Rob Gillespie
Home loans;2013;http://www.pulaskibank.com;Pulaski Bank;Mr. Chris Forbes,Ms. Deborah Becker;3210 Mesa Way, St. B,Lawrence, KS  66049;(785) 856-1450;Fax (785) 856-1489;Mr. Chris Forbes,Ms. Deborah Becker
Home loans;2006;https://www.truitycu.org/?utm_source=lawrencechamber;Truity Credit Union;Mr. Tim Mock;2221 W. 31st St.,Lawrence, KS  66047;(785) 749-2224;Fax (785) 749-6856;Mr. Tim Mock
Home loans;2009;http://www.truitycu.org;Truity Credit Union;Jordan Schuette;1300 W. 23rd St.,Lawrence, KS  66046;(785) 749-2224;Fax (785) 749-6824;Jordan Schuette
Home loans;1984;https://www.truitycu.org/;Truity Credit Union;Mr. Geoff Strole,Ms. Pat Sullivan,Ms. Ginger Wehner,Mr. Gabe Gutierrez;3400 W. 6th St.,Lawrence, KS  66049;(785) 749-2224;Fax (785) 832-8976;Mr. Geoff Strole,Ms. Pat Sullivan,Ms. Ginger Wehner,Mr. Gabe Gutierrez
Executive search firms;2008;http://www.waverly-partners.com;Waverly Partners, L.L.C.;Ms. Debbie Galbraith;4205 Nicklaus Dr.,Lawrence, KS  66047;(785) 856-9273;Ms. Debbie Galbraith
Career centers;2007;http://KUCareerHawk.com;University of Kansas-University Career Center;Ms. Erin Wolfram,Ms. Ann Hartley;Burge Union Rm. 110,1601 Irving Hill Rd.,Lawrence, KS  66045;(785) 864-3624;Fax (785) 864-4572;Ms. Erin Wolfram,Ms. Ann Hartley
Metals/mining;2013;http://www.silversaver.com;SilverSaver.com (Mass Metal L.L.C.);Mr. Josh McCleary,Mr. Rich Lorenzo;706 Massachusetts St., Ste. 300,Lawrence, KS  66044;(785) 727-2277;Fax (888) 473-5891;Mr. Josh McCleary,Mr. Rich Lorenzo
Office records storage & management;2006;http://www.equitybank.com;Equity Bank;Mr. Brent Lathrom;33485 Lexington Ave.,DeSoto, KS  66018;(913) 583-3222;Fax (913) 583-3266;Mr. Brent Lathrom
Office records storage & management;2003;http://www.jayhawkfile.com;Jayhawk File Express, L.L.C.;Mr. Pete Bostwick,Ms. Diana Gillespie;601 SE 5th St.,Topeka, KS  66607;(785) 749-2328;Fax (785) 232-9130;Mr. Pete Bostwick,Ms. Diana Gillespie
Transportation Taxi & airport shuttle;2013;http://www.gtslawrence.com;Ground Transportation Services;Mr. Bryan Sorenson,Ms. Lolita Hill;1200 E. 25th St.,Lawrence, KS  66046;(785) 842-8294;Fax (785) 841-2987;Mr. Bryan Sorenson,Ms. Lolita Hill
Interior design & decorating;1978;http://www.janebatemaninteriors.com;Jane Bateman, The Interiors Store;Ms. Jane Bateman;2101 W. 28th Terr., Ste. B,Lawrence, KS  66047;(785) 841-0370;Fax (785) 841-0371;Ms. Jane Bateman
Interior design & decorating;2010;http://www.mstreetinteriors.com;M Street Interiors;Ms. Donna Steinman,Ms. Natashia Brown,Mr. Michael Skaggs;825 Massachusetts St., Ste. A,Lawrence, KS  66044;(785) 856-2426;Fax (785) 856-2429;Ms. Donna Steinman,Ms. Natashia Brown,Mr. Michael Skaggs
Dentists;2013;http://www.farmerfamilydentistry.com;Farmer Family Dentistry, L.L.C.;Kelly Farmer;2348 Iowa St.,Lawrence, KS  66046;(785) 841-4200;Fax (785) 841-0032;Kelly Farmer
Dentists;2010;http://www.heckfamilydentistry.com;Heck Family Dentistry;Brian Heck D.D.S;4621 W. 6th St., Ste. B,Lawrence, KS  66049;(785) 856-8550;Fax (785) 856-8558;Brian Heck D.D.S
Dentists;2008;http://www.jrobbinsdds.com;Jeremy R. Robbins, D.D.S.;Jeremy Robbins DDS;647 Country Club Terrace,Lawrence, KS  66049;(785) 841-8210;Fax (785) 841-4495;Jeremy Robbins DDS
Dentists;2003;http://www.lawrencedentalsolutions.com;Lawrence Dental Solutions;Kelly Miller D.D.S.;545 Columbia Dr., Ste. 1003,Lawrence, KS  66049;(785) 841-4840;Fax (785) 841-5750;Kelly Miller D.D.S.
Dentists;2001;http://www.legendsdrivedental.com;Legends Drive Dental Center;Ryan L. Brittingham D.D.S. P.A.,Mrs. Kellie Brittingham;4900 Legends Dr.,Lawrence, KS  66049;(785) 841-5590;Fax (785) 856-2339;Ryan L. Brittingham D.D.S. P.A.,Mrs. Kellie Brittingham
Dentists;1984;http://www.jamesottendds.com;James F. Otten, D.D.S.;Jim Otten, D.D.S.;930 Iowa St., Ste. 1,Lawrence, KS  66044;(785) 843-6404;Fax (785) 865-5617;Jim Otten, D.D.S.
Dentists;2005;http://www.pkvdds.com;Peterson, Krische and Van Horn, D.D.S.;Dr. Keith VanHorn;530 Folks Rd.,Lawrence, KS  66049;(785) 842-0705;Fax (785) 865-2324;Dr. Keith VanHorn
Dentists;1988;http://www.vanblaricumandnewkirk.com;Van Blaricum & Newkirk D.D.S.;Van Blaricum & Newkirk, D.D.S.,Dr. Nealy Newkirk;3310 Mesa Way,Lawrence, KS  66049;(785) 843-2636;Fax (785) 838-9577;Van Blaricum & Newkirk, D.D.S.,Dr. Nealy Newkirk
Dentists;1999;http://www.thedentistsinlawrence.com;Wilkerson, Saunders & Anderson D.D.S., L.L.C.;Justin Anderson, D.D.S.;831 Vermont St.,Lawrence, KS  66044;(785) 843-6060;Fax (785) 843-4335;Justin Anderson, D.D.S.
Beer Wine distributors;2006;http://www.omalleybeverage.com;O'Malley Beverage of Kansas, Inc.;Mr. Kevin O'Malley,Mike Bourneuf;2050 Packer Ct.,Lawrence, KS  66044;(785) 830-6900;Fax (785) 830-6910;Mr. Kevin O'Malley,Mike Bourneuf
Restaurant & bar;1983;http://www.johnnystavern.com;Johnny's Tavern;Mr. Rick & Nancy Renfro;401 N. 2nd St.,Lawrence, KS  66044;(785) 842-0377;Mr. Rick & Nancy Renfro
Restaurant & bar;2009;;;Mr. Rick & Nancy Renfro;721 Wakarusa Dr., Ste. 100,Lawrence, KS  66049;(785) 843-0704;Fax (785) 843-0734;Mr. Rick & Nancy Renfro
Restaurant & bar;2012;http://www.mexicanrestaurantlawrencekansas.com;Mexquisito;Mr. Angel Alvarez,Ms. Laura Romero;712 Massachusetts St.,Lawrence, KS  66044;(785) 865-1515;Fax (785) 865-1515;Mr. Angel Alvarez,Ms. Laura Romero
Restaurant & bar;2012;http://www.minskys.com;Minsky's Pizza;Mr. Kenneth Kantner;934 Massachusetts St.,Lawrence, KS  66044;(785) 856-5252;Mr. Kenneth Kantner
Restaurant & bar;2013;http://www.ramenbowls.com;Ramen Bowls;Ms. Shantel Grace;125 E. 10th St.,Lawrence, KS  66044;(785) 842-6957;Ms. Shantel Grace
Restaurant & bar;2013;http://www.920mass.com;The Roost;Ms. Manda Jolly,Mr. Sean Jolly,Ms. Jennifer Dreiling,Mr. Ken Pingleton;920 Massachusetts St.,Lawrence, KS  66044;(785) 979-8790;Ms. Manda Jolly,Mr. Sean Jolly,Ms. Jennifer Dreiling,Mr. Ken Pingleton
Restaurant & bar;2011;http://www.mexicanrestaurantlawrencekansas.com;Tortas Jalisco;Mr. Angel Alvarez,Ms. Laura Romero;534 Frontier Rd.,Lawrence, KS  66049;(785) 865-1515;Mr. Angel Alvarez,Ms. Laura Romero
Bed & breakfasts;1995;http://www.circlesranch.com;Circle S Ranch & Country Inn;Ms. Mary Cronemeyer;3325 Circle S Ln.,Lawrence, KS  66044;(785) 843-4124;Fax (785) 843-4474;Ms. Mary Cronemeyer
Bed & breakfasts;2011;http://www.facebook.com/runawayponybandb;Runaway Pony B & B;Ms. Serina Allison,Ms. Trenda Reschke;603 Tennessee St.,Lawrence, KS  66044;(785) 842-6618;Ms. Serina Allison,Ms. Trenda Reschke
Contractors Design build;2011;http://www.benchmarkconstructionks.com;Benchmark Construction, L.L.C.;Mr. Tim Bruce;110 W. 20th St.,Eudora, KS  66025;(785) 542-1400;Fax (785) 542-1401;Mr. Tim Bruce
Contractors Design build;1990;http://www.kbsci.com;KBS Constructors, Inc.;Craig Penzler,Mr. John Olson;1701 S.W. 41st. St.,Topeka, KS  66609;(785) 266-4222;Fax (785) 266-3313;Craig Penzler,Mr. John Olson
Contractors Design build;2013;http://www.loydbuildersks.com;Loyd Builders, Inc.;Mr. Josh Walker,Mr. Seth Martin;2126 S. Elm St.,Ottawa, KS  66067;(785) 242-1213;Fax (785) 242-1246;Mr. Josh Walker,Mr. Seth Martin
Credit unions;2000;http://www.mainstreetcu.org;Mainstreet Credit Union;Casey Greenly,Mr. Keith Gilliland;1001 E. 23rd St.,Lawrence, KS  66046;(785) 842-5657;Fax (785) 842-4656;Casey Greenly,Mr. Keith Gilliland
Credit unions;2005;http://www.meritrustcu.org;Meritrust Credit Union;Deborah Kurtz,Eric Scott,Ms. Sheryl Dick;650 Congressional Dr Ste A,Lawrence, KS  66049;(785) 856-7878;Fax (785)312-9399;Deborah Kurtz,Eric Scott,Ms. Sheryl Dick
Credit unions;2009;http://www.meritrustcu.com;Meritrust Credit Union;Brad Wilson,Ms. Sheryl Dick;2321 Harper St.,Lawrence, KS  66046;(785) 856-5093;Fax (785) 865-9960;Brad Wilson,Ms. Sheryl Dick
Credit unions;2014;http://www.midamerican.coop;Mid American Credit Union;Mr. Travis Colibert,Ms. Laurie Cundiff;2901 Lakeview Rd.,Lawrence, KS  66049;(785) 865-4586;Fax (785) 843-5073;Mr. Travis Colibert,Ms. Laurie Cundiff
